buffer,backcast,ep_total_r,ep_total_p,ep_mean_r,ep_mean_p,mean_anomaly_total_r,mean_anomaly_total_p,q50_anomaly_total_r,q50_anomaly_total_p,mean_deficit_total_r,mean_deficit_total_p,q50_deficit_total_r,q50_deficit_total_p,q75_deficit_total_r,q75_deficit_total_p,q90_deficit_total_r,q90_deficit_total_p
25,3,0.11730841386065097,0.14471976175632817,0.11730841386065097,0.14471976175632817,0.11204145386787771,0.16376157458809898,0.13535075520444265,0.09204725947730012,-0.30569669761838936,0.000104130103652976,-0.2965013564768988,0.00017101055945759015,-0.23512776224702994,0.0031300943275162506,-0.2083493123481628,0.009052603351124485
25,6,0.07033572984346904,0.382930811211846,0.07033572984346904,0.382930811211846,-0.005295412957920292,0.947689748602424,0.021801294183772142,0.7870523756758916,-0.45860647296018653,1.7373267880696407e-09,-0.4370454482598782,1.168244449648599e-08,-0.3535802557213387,5.95922207226807e-06,-0.2756697142676148,0.0004955262795273477
25,12,0.26717966561179685,0.0007469391901723802,0.26717966561179685,0.0007469391901723802,0.25837821505964753,0.001127275636863046,0.2668303264286027,0.0007594439827063569,-0.22229836253253984,0.00528445675677555,-0.21060730910322925,0.008315195949200039,-0.09339169458948275,0.2462047980597921,-0.014230490602672893,0.8600439415765493
25,24,0.11795018629674518,0.14251941621941028,0.11795018629674518,0.14251941621941028,0.22241840927465392,0.0052592986581199794,0.24368542000177615,0.0021730630862515296,-0.34181181318513687,1.2586929766418371e-05,-0.29509193365221636,0.00018425313154191297,-0.11662679388064506,0.14708485023394677,-0.08278429461868433,0.3042206235932193
25,36,0.04632142725937201,0.5658258627801243,0.04632142725937201,0.5658258627801243,0.1563269133989508,0.051317149953937345,0.1750094464585508,0.028875610413292827,-0.20669389389109344,0.009629378354033064,-0.16720582681124882,0.03695010567647422,-0.11056462025662267,0.16942244632733944,-0.08569441446350298,0.2874769475693837
50,3,0.1322304133599846,0.09986500568979836,0.1322304133599846,0.09986500568979836,0.12074806120287024,0.13322293343918182,0.14501053687186086,0.07089121631070486,-0.30326677873762564,0.00011890691475387195,-0.29270524124021363,0.00020887574324591628,-0.23736942539901254,0.0028482065479356567,-0.20810699287461695,0.009135075859033366
50,6,0.08059302377897495,0.3172433105463288,0.08059302377897495,0.3172433105463288,0.005941927554872352,0.9413140088143379,0.030852498541100976,0.7022095853797021,-0.4610739773265487,1.384971372441577e-09,-0.4367925330141268,1.1937255648065326e-08,-0.36492508521357575,2.815909424226718e-06,-0.2825774619172003,0.00035139309418536976
50,12,0.27429290689855546,0.0005301012416025833,0.27429290689855546,0.0005301012416025833,0.2646347059514232,0.0008425466069015344,0.2770955239655383,0.0004619249666031937,-0.23001072728126976,0.0038700921543960735,-0.22147322328293192,0.0054603126580868265,-0.10239867436776989,0.20336621043639408,-0.027497528384203974,0.7332945700785608
50,24,0.12289942151204322,0.12639632409204685,0.12289942151204322,0.12639632409204685,0.24322701111885173,0.0022166705239995968,0.26009487729018527,0.0010414598100040536,-0.3617305167307565,3.4878674714374992e-06,-0.3235323204622146,3.792420141851657e-05,-0.12493035035227414,0.12020241824761674,-0.09118270131913056,0.257604062279275
50,36,0.05682057139862771,0.48108999977147127,0.05682057139862771,0.48108999977147127,0.17056604173475556,0.03326575127755626,0.19054792686940347,0.017187345171142992,-0.2364415394767624,0.0029619793084550887,-0.18962365505376735,0.01774468526581072,-0.11065314087245029,0.16907909512788064,-0.08687679884369003,0.28085331983556094
100,3,0.1181145812064836,0.1419598937365097,0.1181145812064836,0.1419598937365097,0.11700017340489141,0.14578569722704265,0.14082953171553272,0.07950525658520338,-0.30754531149558634,9.405761477511791e-05,-0.29710905349701744,0.00016557896467828102,-0.24299570456339398,0.002238974299757007,-0.2072604689242692,0.009428423446152833
100,6,0.0688783057398265,0.39289107086475694,0.0688783057398265,0.39289107086475694,-0.010167192879206961,0.8997555559382615,0.018073955749510633,0.8227990254846551,-0.4682551895856031,7.086850272426218e-10,-0.4443167615752315,6.2348134206723074e-09,-0.35776442231823874,4.534858622320599e-06,-0.2757234587573369,0.000494219832591624
100,12,0.2588903684322942,0.001101019000972334,0.2588903684322942,0.001101019000972334,0.2530496069757224,0.0014365388371440576,0.26233950009622914,0.0009382802476174958,-0.24075650624455447,0.002465653928327257,-0.2312152408985135,0.0036829891755098126,-0.10079897911757217,0.21055347418606257,-0.02363739419350948,0.7696005075861359
100,24,0.10234847707445464,0.20358901900122797,0.10234847707445464,0.20358901900122797,0.22689026696359613,0.00439520160426502,0.24522820300085982,0.002031961119187188,-0.341663745486562,1.2703481037528035e-05,-0.3068517300991362,9.772486986956241e-05,-0.12127571061071572,0.13152302111756928,-0.09219120564340774,0.252355588456952
100,36,0.0318594173632488,0.6929728229274134,0.0318594173632488,0.6929728229274134,0.1508022959995683,0.06022635792535709,0.16871501827991242,0.03525482415037947,-0.21783738011215573,0.0062990882491688665,-0.18384388290906659,0.021598277039709377,-0.12103702090441151,0.1322899268302817,-0.10072397420523889,0.21089487353676525
150,3,0.10831885759447404,0.1783073021959772,0.10831885759447404,0.1783073021959772,0.10828092030761133,0.17846028621602247,0.12987988229478234,0.1060931994914291,-0.312835640049404,7.003681740366509e-05,-0.3013082954329254,0.00013221803306598246,-0.2470647978409399,0.0018748688571469873,-0.21642975013246563,0.006653485208865571
150,6,0.049688361468437754,0.5378965903256161,0.049688361468437754,0.5378965903256161,-0.02393368584951378,0.7667948420575637,0.005937185394014512,0.9413607615743533,-0.47838286445766137,2.681989508662218e-10,-0.45730712088513864,1.956163737711179e-09,-0.3578877185005425,4.498239843270653e-06,-0.27558593609245957,0.0004975691603638425
150,12,0.2390823625291004,0.0026485019006136884,0.2390823625291004,0.0026485019006136884,0.2416510329937632,0.00237271554872609,0.25251690423935846,0.0014713726275494678,-0.2535761984175816,0.0014028460654855648,-0.24233249059677492,0.0023040583232633027,-0.11022010924719512,0.17076365513516173,-0.020474360403345805,0.7997315020727833
150,24,0.08529092446880752,0.2897609615365462,0.08529092446880752,0.2897609615365462,0.21242193418632915,0.007761674376807862,0.2268554911173053,0.004401397572778757,-0.31029326626064374,8.075583117344475e-05,-0.26452310193116535,0.0008469858492789576,-0.1136116478037215,0.15789894779327115,-0.08874838053639253,0.2705801241661361
150,36,0.005470872909660337,0.9459590683258822,0.005470872909660337,0.9459590683258822,0.1213882529186785,0.13116261064176235,0.144003618049713,0.07289314591178386,-0.1937351182647948,0.015380432984246802,-0.16805085661024938,0.03599260407090002,-0.12314571009785397,0.12563233980875657,-0.09833707525593081,0.2219671034731403
200,3,0.10613272143901023,0.18728153906626055,0.10613272143901023,0.18728153906626055,0.10626550194302972,0.18672721927040054,0.13013279754053375,0.1054087518119665,-0.31291329664667855,6.973140970764367e-05,-0.3049032202419756,0.00010875539190123897,-0.24762439928727853,0.001829248106897645,-0.21557152113049835,0.006878170693679566
200,6,0.04727776303236956,0.5578232060570545,0.04727776303236956,0.5578232060570545,-0.025089192378540563,0.7558822500287491,0.001035371787294863,0.9897651864358649,-0.4824152819071105,1.8053549549322399e-10,-0.4591391756965504,1.6546099109886448e-09,-0.35681757086695687,4.825645784447386e-06,-0.27808821630511266,0.00043978759751406055
200,12,0.23332537924768376,0.0033747466812653545,0.23332537924768376,0.0033747466812653545,0.2369389058213571,0.002900494094118342,0.2508034034493926,0.0015887112848134218,-0.25120827007292135,0.0015602416288778202,-0.24822701983391654,0.0017812516911187503,-0.11529898359391968,0.15177595902838642,-0.02070988865658638,0.7974770582219431
200,24,0.08344938533568001,0.30033855250991326,0.08344938533568001,0.30033855250991326,0.2097268060987906,0.008596167792727056,0.22738977457395518,0.004307064646942806,-0.3031136290481544,0.000119900919956518,-0.2632527821334818,0.0008990510369288004,-0.11230122447327356,0.16278061542483624,-0.08888274239777741,0.26985254871132847
200,36,0.0049950761035904845,0.9506527371755655,0.0049950761035904845,0.9506527371755655,0.12032442816623662,0.13459988537986792,0.14161514969764807,0.07782534437199394,-0.1828945128433315,0.02229576882832339,-0.16054399224301058,0.04527689380925495,-0.11711839983203982,0.1453761535137803,-0.09639594154086438,0.23127077654163283
500,3,0.10613272143901023,0.18728153906626055,0.10613272143901023,0.18728153906626055,0.10626550194302972,0.18672721927040054,0.13013279754053375,0.1054087518119665,-0.31291329664667855,6.973140970764367e-05,-0.3049032202419756,0.00010875539190123897,-0.24762439928727853,0.001829248106897645,-0.21557152113049835,0.006878170693679566
500,6,0.04727776303236956,0.5578232060570545,0.04727776303236956,0.5578232060570545,-0.025089192378540563,0.7558822500287491,0.001035371787294863,0.9897651864358649,-0.4824152819071105,1.8053549549322399e-10,-0.4591391756965504,1.6546099109886448e-09,-0.35681757086695687,4.825645784447386e-06,-0.27808821630511266,0.00043978759751406055
500,12,0.23332537924768376,0.0033747466812653545,0.23332537924768376,0.0033747466812653545,0.2369389058213571,0.002900494094118342,0.2508034034493926,0.0015887112848134218,-0.25120827007292135,0.0015602416288778202,-0.24822701983391654,0.0017812516911187503,-0.11529898359391968,0.15177595902838642,-0.02070988865658638,0.7974770582219431
