buffer,backcast,ep_total_r,ep_total_p,ep_mean_r,ep_mean_p,mean_anomaly_total_r,mean_anomaly_total_p,q50_anomaly_total_r,q50_anomaly_total_p,mean_deficit_total_r,mean_deficit_total_p,q50_deficit_total_r,q50_deficit_total_p,q75_deficit_total_r,q75_deficit_total_p,q90_deficit_total_r,q90_deficit_total_p
10,3,0.19269296429743268,0.015952135903538323,0.19269296429743268,0.015952135903538323,0.1681459589769717,0.03588616715996228,0.1885024748193889,0.01844175614795163,-0.2880940275984901,0.0002653332087605626,-0.28468761860462427,0.0003158061467226315,-0.23696851753958095,0.0028968700933303154,-0.19886622944825824,0.012818519423851954
10,6,0.1686328208250432,0.03534543400392576,0.1686328208250432,0.03534543400392576,0.11885277758002054,0.13946799896038412,0.1376918019479292,0.08650797176773307,-0.45976514092978515,1.5622628371312175e-09,-0.4730716442968816,4.4820880243347683e-10,-0.4212063817123432,4.3634682946220814e-08,-0.34194839752330564,1.2480314067895355e-05
10,12,0.3307499126314155,2.4740718175055833e-05,0.3307499126314155,2.4740718175055833e-05,0.34176595230417567,1.2622920650410399e-05,0.34922853277412835,7.884800037551484e-06,-0.22182098311993145,0.00538556920244668,-0.22278838775740278,0.005182435090596073,-0.18283710539228704,0.02233856029551181,-0.11107528230090753,0.16744881257499145
10,24,0.20686096022036987,0.009569733191393738,0.20686096022036987,0.009569733191393738,0.3265088401042214,3.184062024710032e-05,0.332414411092517,2.2385425538386944e-05,-0.36370067370960185,3.0574493531034146e-06,-0.37250848194488023,1.6786443850253554e-06,-0.2832764692238711,0.00033921275440727697,-0.1136227128981885,0.1578582002253481
10,36,0.14689317473242294,0.0672680531261814,0.14689317473242294,0.0672680531261814,0.2795108645624644,0.00040976787675645683,0.286682592499803,0.0002852620145625324,-0.379096950129489,1.0594962141092541e-06,-0.3755102816287987,1.3628367138387068e-06,-0.16862795459779367,0.03535080442349665,-0.08900057695099228,0.2692155640703858
25,3,0.15412180860005562,0.05473260373268931,0.15412180860005562,0.05473260373268931,0.14024466520973258,0.08077475454067079,0.16211867252665826,0.043179173716699264,-0.29492221262480556,0.00018591064333995318,-0.28230145017452235,0.00035631323736087664,-0.23611469844608549,0.0030030225881389114,-0.19048291874268766,0.017226042150462396
25,6,0.11404264574988579,0.15631760736521955,0.11404264574988579,0.15631760736521955,0.04504262454804141,0.5766114701163934,0.0678208038685284,0.4002145878421033,-0.4550925317645278,2.3918029135978158e-09,-0.4372414575753355,1.148857357637969e-08,-0.38581746523292876,6.556558953142982e-07,-0.2995506827080066,0.00014533517755326928
25,12,0.2998721225657394,0.00014284905676767478,0.2998721225657394,0.00014284905676767478,0.2983625346926606,0.00015487916277784276,0.30808870661208854,9.127479509803326e-05,-0.22992852950161533,0.0038831666838487796,-0.22289113498197086,0.005161268291867099,-0.14203855360611795,0.07693190621685303,-0.0543050696372703,0.5007487033478135
25,24,0.14865567785125314,0.06401426029672375,0.14865567785125314,0.06401426029672375,0.27969422811563416,0.0004060396551968866,0.29449925431380775,0.00019010187690172888,-0.4166451989092968,6.298794557586588e-08,-0.39365038822278964,3.696880095651675e-07,-0.16746295914384532,0.0366565018479322,-0.10346811763305268,0.19866101936664957
25,36,0.08870369956616571,0.27082236836020196,0.08870369956616571,0.27082236836020196,0.21888075727470596,0.006047358625777291,0.23054963442556195,0.00378534901374216,-0.3308402691172445,2.460708982454489e-05,-0.28587495772737825,0.000297281254602553,-0.12445129186458073,0.12164180321895206,-0.0882694200187499,0.27318454349215504
