buffer,backcast,ep_total_r,ep_total_p,ep_mean_r,ep_mean_p,mean_anomaly_total_r,mean_anomaly_total_p,q50_anomaly_total_r,q50_anomaly_total_p,mean_deficit_total_r,mean_deficit_total_p,q50_deficit_total_r,q50_deficit_total_p,q75_deficit_total_r,q75_deficit_total_p,q90_deficit_total_r,q90_deficit_total_p
5,3,0.20011379368833476,6.74214561599821e-16,0.20011379368833476,6.74214561599821e-16,0.24548466900160756,2.3192235602400047e-23,0.2892897231365436,3.5196785043936797e-32,-0.5680953735412878,3.105338184108416e-137,-0.5514200645022217,8.482290175981486e-128,-0.41705831879772565,2.8517951252079174e-68,-0.3276217495351353,2.702635837908467e-41
5,6,0.16407368816221038,4.1540511613075914e-11,0.16407368816221038,4.1540511613075914e-11,0.1404776517344189,1.7085893192883716e-08,0.16523303774519676,3.0167644338466966e-11,-0.6375734424170897,4.8442693285490295e-183,-0.6185401367166306,2.4280825786925108e-169,-0.46531741626883766,1.1635163498042894e-86,-0.3521062509760426,7.558600618776554e-48
5,12,0.16477364995577287,3.425395405812902e-11,0.16477364995577287,3.425395405812902e-11,0.11772849791023257,2.3708640876039242e-06,0.14548394304740064,5.1492066336058295e-09,-0.5650966932178224,1.6939267627477848e-135,-0.5421775600153077,8.57165928916272e-123,-0.3995128320455785,2.7097991654153223e-62,-0.32237268191150786,5.765209023468141e-40
5,24,0.11633378536544942,3.121752013353619e-06,0.11633378536544942,3.121752013353619e-06,0.10380548676669137,3.2159082478717264e-05,0.12637625796565785,4.0144938743590776e-07,-0.44178085659926997,2.5457267645124775e-77,-0.41950956888536234,3.9011738113527206e-69,-0.3079746751329916,1.8745649136603603e-36,-0.2553183231299514,3.3700760157288146e-25
5,36,0.08634611583972482,0.0005493967457391408,0.08634611583972482,0.0005493967457391408,0.08479386925024227,0.0006910789737639385,0.10157608551619811,4.744873252545928e-05,-0.36151945757923715,1.582365611770697e-50,-0.34342803015143625,1.8574274626508826e-45,-0.2591673893805423,6.113914050250001e-26,-0.21203196026473473,1.0628094716610336e-17
10,3,0.20011379368833476,6.74214561599821e-16,0.20011379368833476,6.74214561599821e-16,0.24548466900160756,2.3192235602400047e-23,0.2892897231365436,3.5196785043936797e-32,-0.5680953735412878,3.105338184108416e-137,-0.5514200645022217,8.482290175981486e-128,-0.41705831879772565,2.8517951252079174e-68,-0.3276217495351353,2.702635837908467e-41
10,6,0.16407368816221038,4.1540511613075914e-11,0.16407368816221038,4.1540511613075914e-11,0.1404776517344189,1.7085893192883716e-08,0.16523303774519676,3.0167644338466966e-11,-0.6375734424170897,4.8442693285490295e-183,-0.6185401367166306,2.4280825786925108e-169,-0.46531741626883766,1.1635163498042894e-86,-0.3521062509760426,7.558600618776554e-48
10,12,0.16477364995577287,3.425395405812902e-11,0.16477364995577287,3.425395405812902e-11,0.11772849791023257,2.3708640876039242e-06,0.14548394304740064,5.1492066336058295e-09,-0.5650966932178224,1.6939267627477848e-135,-0.5421775600153077,8.57165928916272e-123,-0.3995128320455785,2.7097991654153223e-62,-0.32237268191150786,5.765209023468141e-40
10,24,0.11633378536544942,3.121752013353619e-06,0.11633378536544942,3.121752013353619e-06,0.10380548676669137,3.2159082478717264e-05,0.12637625796565785,4.0144938743590776e-07,-0.44178085659926997,2.5457267645124775e-77,-0.41950956888536234,3.9011738113527206e-69,-0.3079746751329916,1.8745649136603603e-36,-0.2553183231299514,3.3700760157288146e-25
10,36,0.08634611583972482,0.0005493967457391408,0.08634611583972482,0.0005493967457391408,0.08479386925024227,0.0006910789737639385,0.10157608551619811,4.744873252545928e-05,-0.36151945757923715,1.582365611770697e-50,-0.34342803015143625,1.8574274626508826e-45,-0.2591673893805423,6.113914050250001e-26,-0.21203196026473473,1.0628094716610336e-17
