buffer,backcast,ep_total_r,ep_total_p,ep_mean_r,ep_mean_p,q50_anomaly_total_r,q50_anomaly_total_p,q75_anomaly_total_r,q75_anomaly_total_p,q90_anomaly_total_r,q90_anomaly_total_p,q50_deficit_total_r,q50_deficit_total_p
10,3.0,0.09142774731769716,0.4987926993552497,0.09142774731769716,0.4987926993552497,0.21515086806602368,0.10799913029023729,0.18139343044587894,0.17689320020354105,0.09786082975156499,0.46893956765106404,0.010349858630874072,0.9390924584926685
10,6.0,0.07690457636851072,0.569629910952658,0.07690457636851072,0.569629910952658,0.11485326466526635,0.3949178879158115,0.08944583808302072,0.508183737600621,0.058417586949971394,0.6660024078407154,0.06085912714652834,0.6529166187261111
10,12.0,-0.0017869673427410603,0.9894742799545506,-0.0017869673427410603,0.9894742799545506,0.010201959011285325,0.9399612171730091,-0.009909546173382244,0.94167904643086,-0.0168624736524111,0.9009216147832911,0.06968677438097724,0.6064870058655283
10,24.0,0.14558910296041258,0.27987864297466986,0.14558910296041258,0.27987864297466986,0.03430977298062836,0.7999831611079147,0.09243494709269666,0.494054820160602,0.11696513516123302,0.3862253771876568,-0.12414549484751985,0.3575314716442102
10,36.0,0.09934033641627944,0.4581344025983538,0.09934033641627944,0.4581344025983538,0.0391686517381791,0.7703493318436729,0.0942514958361223,0.4815938401398707,0.0866953386110405,0.5175677129218856,-0.0967804953971701,0.46985648066335384
25,3.0,0.10445636376204562,0.4393594109639928,0.10445636376204562,0.4393594109639928,0.21151195274989643,0.11423757863932421,0.18113350792329838,0.1775248863791086,0.10747796308704415,0.42616418826030333,-0.02865621037061461,0.8324191829937271
25,6.0,0.10000519056285424,0.45920665058078813,0.10000519056285424,0.45920665058078813,0.12619238471284142,0.3495972875537876,0.09899799078785476,0.46376440694082266,0.06433082433867818,0.63448776010284,0.05020144960250379,0.7107494522589417
25,12.0,0.010884255633059186,0.9359540185483808,0.010884255633059186,0.9359540185483808,0.03128817365562984,0.8172808674141671,0.016472589868540322,0.9032013521181637,0.0008122578830641183,0.995215474726415,0.045781821835880615,0.7352388982649836
25,24.0,0.15933250634185747,0.2364667092391548,0.15933250634185747,0.2364667092391548,0.0234904979782143,0.8623023331991213,0.10741298245639902,0.42644556925765564,0.13116340295719384,0.3307854456965308,-0.1367192468773524,0.3105296293187204
25,36.0,0.10307215284172801,0.4413353610150387,0.10307215284172801,0.4413353610150387,0.04675565042132245,0.7274499227461273,0.11821530874995315,0.3768003076258033,0.0966262881068623,0.47056774092094844,-0.09505337374572283,0.47785552352267435
50,3.0,0.12645230723542195,0.3485976088170155,0.12719958448784094,0.34573338381983443,0.27714238970147714,0.03687929313724512,0.22993396153779064,0.08531590136356616,0.14880564417734649,0.2692754973962099,-0.018206568278443386,0.8930685974947485
50,6.0,0.15345175926847324,0.25443893170048804,0.15504378471927893,0.24948481491432387,0.16920956219991715,0.20828399641001985,0.16596053066766064,0.2172801910738395,0.14311983899589764,0.28820315077697,0.017072915243632088,0.8996914448957516
50,12.0,0.046266209019332184,0.7325415565251918,0.04395939663143009,0.7454154218354225,0.06939931352899827,0.6079761330513318,0.06082187028384117,0.6531155367286883,0.05201699483142614,0.7007713100077988,0.03817612050401357,0.7779889897696339
50,24.0,0.20517634126199633,0.12575237379156387,0.20205727099103007,0.1317345345918909,0.09383203065156696,0.4875218943054238,0.15419903652089223,0.25210530455964725,0.14857821197008853,0.27001628365563307,-0.15429650746685994,0.2518019917079966
50,36.0,0.13656597629658038,0.30667973701570556,0.13428370840002504,0.3149099815917478,0.12422939307195703,0.35283036200218465,0.12293405183337157,0.35791211691313707,0.09785994642932463,0.4648938800065745,-0.11969569873690795,0.370811246392741
100,3.0,0.19247262797087347,0.15145999239824784,0.19247262797087347,0.15145999239824784,0.28961867078534204,0.028874318048376278,0.26148205771600097,0.049444319133685785,0.21479347459747544,0.10859996622757305,-0.14494177838835232,0.2820454049583364
100,6.0,0.2109921077047354,0.11515085076202547,0.2112845205426385,0.11463645062367275,0.25651103947164855,0.05409532582687071,0.2520598662724572,0.05855549944739845,0.21222673968699285,0.11299089489966216,-0.08600186465882885,0.5247144691685308
100,12.0,0.10868010475397903,0.4209776692977606,0.1063083117354318,0.4312451397369407,0.11709509642252329,0.3856941909015328,0.11332621984510581,0.4012742846709224,0.09100537321850381,0.50078651718912,-0.008285030407254007,0.951227132904801
100,24.0,0.23730926311601283,0.07549609842366595,0.23730926311601283,0.07549609842366595,0.13155328674106462,0.3293374583395564,0.17876171490475118,0.18336461607754406,0.15988484170234107,0.23482473880035626,-0.17102901985798077,0.2033624109428149
100,36.0,0.12176207642703236,0.36254829652239673,0.1209910399754934,0.3656182736717566,0.10316467721591267,0.44092326630446677,0.12370508828491053,0.3548818885649827,0.11287973650530354,0.3988629558508342,-0.12062094247875473,0.3670974532442842
150,3.0,0.21235670094828313,0.11276534951172443,0.21141448180392874,0.11440839350148406,0.3170729872329093,0.016253107840857303,0.26161201897729125,0.049327245805013666,0.20751564396522093,0.12140253707144855,-0.1634792760178225,0.22433105844109585
150,6.0,0.2488433250555233,0.061959786672918196,0.2476086930732658,0.06330804315910256,0.29991810074259506,0.0234133208568839,0.29280272168695337,0.027082494708652774,0.22548278833859925,0.09171157363206586,-0.10790033718623748,0.42433778085373786
150,12.0,0.1513723790878291,0.2610092308692971,0.14997529552895883,0.26548717656357274,0.131748228633,0.32861496458101447,0.12752448764106658,0.344492630795448,0.10175966759027275,0.45132593816313915,-0.05146465947094254,0.7038016988477168
150,24.0,0.24153300410794623,0.07029007206819413,0.2408507074861724,0.07111108606049388,0.10728302119510875,0.42700864720223586,0.14234007142815608,0.29086532246243246,0.1374665241297714,0.3078672557972026,-0.1250227333612291,0.35411770573438905
