buffer,backcast,ep_total_r,ep_total_p,ep_mean_r,ep_mean_p,mean_anomaly_total_r,mean_anomaly_total_p,q50_anomaly_total_r,q50_anomaly_total_p,mean_deficit_total_r,mean_deficit_total_p,q50_deficit_total_r,q50_deficit_total_p,q75_deficit_total_r,q75_deficit_total_p,q90_deficit_total_r,q90_deficit_total_p
25,3,0.31629451029136013,5.188639698547861e-14,0.31629451029136013,5.188639698547861e-14,0.256936188729562,1.3711577387385439e-09,0.27210280100737383,1.274665255266071e-10,-0.45777565664021286,2.509935469792253e-29,-0.4602620442267638,1.1468324661605538e-29,-0.41818628372100153,2.847072009115634e-24,-0.3585916912216151,7.881128294807732e-18
25,6,0.038892853350657314,0.3670381556308667,0.038892853350657314,0.3670381556308667,-0.16306470884232468,0.00014123005079434608,-0.14716147217173578,0.0006024836794784359,-0.5642817987218939,1.000490404077588e-46,-0.5663119553644599,4.0233799399763547e-47,-0.5370402918629696,1.131958439313374e-41,-0.46004035345877314,1.2301075852091802e-29
25,12,0.27192598066684176,1.311600989533833e-10,0.27192598066684176,1.311600989533833e-10,0.18704829210474194,1.2131555924295963e-05,0.2095848828778609,8.937219388620573e-07,-0.32023204014175205,2.42133886542728e-14,-0.29221238017536183,4.316563606594978e-12,-0.2026753461242081,2.0523353014343922e-06,-0.15884364069414847,0.00021039617121387848
25,24,0.19144848914358215,7.462309424395884e-06,0.19144848914358215,7.462309424395884e-06,0.16094332204992373,0.00017276797805116986,0.17846111134716425,3.0329203489678433e-05,-0.15535949574881483,0.0002902062457642333,-0.1421294472781494,0.0009264323716856379,-0.10184503122020971,0.017916522822155594,-0.06900236719309498,0.10922995672213323
25,36,0.1497835196611002,0.00047886363454983396,0.1497835196611002,0.00047886363454983396,0.13284390239113403,0.001977563034549851,0.144874240094422,0.0007338722116350513,-0.09990017701924526,0.02023822118578195,-0.09343564061252488,0.029933606883716508,-0.06756863620202114,0.11680940344190578,-0.04682006451156627,0.2774460553571122
50,3,0.30396212991155114,5.253850931417393e-13,0.30396212991155114,5.253850931417393e-13,0.24169903885469732,1.2845299428385726e-08,0.2572617058306019,1.3050487272075122e-09,-0.4605926683064149,1.0328956040998276e-29,-0.46293527481268426,4.905064838844066e-30,-0.41787211959390425,3.103852835926983e-24,-0.35793645529357654,9.12612970942835e-18
50,6,0.028582017243379877,0.5074699477393573,0.028582017243379877,0.5074699477393573,-0.17536526918240425,4.1768668549010576e-05,-0.15873489696920917,0.00021254014357542322,-0.5762558511573013,4.232660673858878e-49,-0.5784992592278021,1.482356646744656e-49,-0.5410220649821875,2.2069310936247864e-42,-0.4624006509056705,5.816657646269669e-30
50,12,0.26321140542685056,5.225528555453906e-10,0.26321140542685056,5.225528555453906e-10,0.1709194951764786,6.551327278376656e-05,0.1943662915171857,5.37332734630712e-06,-0.31902516510195655,3.0621549348729057e-14,-0.2920988188359684,4.403273237185293e-12,-0.20924662269358815,9.314600305965537e-07,-0.16625834203914647,0.00010377607651807561
50,24,0.1847659378299256,1.5540829418782008e-05,0.1847659378299256,1.5540829418782008e-05,0.14798368675521,0.0005608487944184856,0.16514585376412175,0.00011561025410359189,-0.15823217844931706,0.00022272023840621592,-0.14494237689805808,0.000729601884701572,-0.10631016408986697,0.013446920275693459,-0.07263217636915154,0.09176967480908965
50,36,0.14571668993669418,0.0006826641167721404,0.14571668993669418,0.0006826641167721404,0.1252744293952482,0.0035470560027270285,0.13788804557529996,0.001317411078521762,-0.1022983028877117,0.017410112351399696,-0.09482436622667799,0.027567990742195573,-0.07150178372666625,0.09694946419560772,-0.04869801850885835,0.25860784712869145
