buffer,backcast,ep_total_r,ep_total_p,ep_mean_r,ep_mean_p,mean_anomaly_total_r,mean_anomaly_total_p,q50_anomaly_total_r,q50_anomaly_total_p,mean_deficit_total_r,mean_deficit_total_p,q50_deficit_total_r,q50_deficit_total_p,q75_deficit_total_r,q75_deficit_total_p,q90_deficit_total_r,q90_deficit_total_p
25,3,0.11980753263273215,0.1362946969775001,0.11980753263273215,0.1362946969775001,0.11818413289906524,0.14172367624784346,0.1396487336619308,0.08208498323488173,-0.30659141569712045,9.913543583014593e-05,-0.2966691481166457,0.0001694944853402067,-0.23327981896876668,0.003381148425107546,-0.202937206964655,0.011060075148120732
25,6,0.06967815020451536,0.3874057017264193,0.06967815020451536,0.3874057017264193,-0.0023679189883476412,0.9765954358710239,0.023013706643092994,0.7755161028649327,-0.4604527542541718,1.4665543815953776e-09,-0.43825944143948503,1.0530457913460164e-08,-0.3472605360181252,8.937036162305243e-06,-0.26441814727224855,0.0008511801902128185
25,12,0.2625766081391211,0.0009279473242588879,0.2625766081391211,0.0009279473242588879,0.25311441650744615,0.0014323526571321183,0.26187002617130306,0.0009590514672565681,-0.22582970560461663,0.004587722752420663,-0.21418923542432416,0.007254266294840485,-0.09582917490154291,0.23403824383919755,-0.0048725895343225975,0.9518613309656666
25,24,0.09442274556071963,0.24100583681818788,0.09442274556071963,0.24100583681818788,0.22409081133718514,0.004919788195851386,0.24398575685610596,0.002144916456221467,-0.351764564078145,6.701079989113875e-06,-0.3081566177887568,9.093247485545197e-05,-0.1305624789851343,0.10425389288898763,-0.09903417620735123,0.21869164608601194
25,36,0.03421310986902293,0.671559221617662,0.03421310986902293,0.671559221617662,0.15058573732039365,0.06059995051725912,0.16648304123615615,0.03778605168583075,-0.21677671344750687,0.006564520548473666,-0.1828464452557232,0.022331593556507434,-0.11844453579056359,0.14084192826551198,-0.10143055952334533,0.20769440977754763
50,3,0.13387436245736878,0.09568330553990623,0.13387436245736878,0.09568330553990623,0.1297012609024704,0.1065786897644557,0.1522613008234968,0.057758377539206734,-0.30273553022987293,0.00012238825552274852,-0.29409124480969384,0.00019422815567559943,-0.238166390627267,0.002753656962218131,-0.19867672921768365,0.012906029613873089
50,6,0.08004451383975157,0.3205589132971092,0.08004451383975157,0.3205589132971092,0.013410830905968882,0.8680298075320902,0.035953482903849865,0.6558924168906665,-0.4607357031853562,1.4288364976022184e-09,-0.4399666193483071,9.09377966729844e-09,-0.36437183311349447,2.922714149581181e-06,-0.27768513263219635,0.0004486555113197968
50,12,0.2736621995044629,0.0005466717252757557,0.2736621995044629,0.0005466717252757557,0.2651484400443558,0.0008223862093722256,0.2809540621835334,0.0003812604942443097,-0.23512121615863066,0.003130953124338571,-0.220227610775861,0.005735696886853857,-0.11570839176566003,0.15031765795577748,-0.028370089429766366,0.7251658060237741
50,24,0.10705744280628884,0.18344600638603614,0.10705744280628884,0.18344600638603614,0.24322543039856578,0.0022168222585466166,0.26030353236793025,0.0010314476160558797,-0.37356115055065503,1.5607026719129505e-06,-0.34264327402673644,1.1950988475975515e-05,-0.13851827561976385,0.08461729896860874,-0.09843349965057173,0.22151197364053193
50,36,0.04662176411370182,0.5633067599298223,0.04662176411370182,0.5633067599298223,0.16870711467848268,0.03526352809753288,0.18335248812777566,0.021956914791508207,-0.2609674694488814,0.0010001729337842495,-0.21418432398398365,0.0072556345636356715,-0.12670066394177187,0.1149976349225574,-0.10117448162282353,0.20885025457965342
100,3,0.12486109538690265,0.12040968221566822,0.12486109538690265,0.12040968221566822,0.12957164183902278,0.10693208293511462,0.15096511018902078,0.059946728606485096,-0.309966853201074,8.223825331986853e-05,-0.3026435528762919,0.00012300057304289114,-0.23894249377327015,0.002664320273589593,-0.20288980787278715,0.011079261577151932
100,6,0.07497988604357944,0.35222768279766425,0.07497988604357944,0.35222768279766425,0.007867244863155013,0.9223507036379035,0.030986859765406414,0.7009744935651936,-0.46659385256507346,8.286509858484181e-10,-0.4511755068959527,3.4013684595423362e-09,-0.3656933152725456,2.673737840949946e-06,-0.28351324832648056,0.00033517632714763734
100,12,0.25978031395328194,0.001056722359227956,0.25978031395328194,0.001056722359227956,0.2602893058853567,0.001032127453568182,0.2726536999620291,0.0005741634381210203,-0.24200686093122087,0.0023366376815587638,-0.23402893412514586,0.003277266836940694,-0.12372267528196676,0.12385655358005895,-0.03128652988096676,0.6982226507367622
100,24,0.09759841261518584,0.22547565280746887,0.09759841261518584,0.22547565280746887,0.23686461196791767,0.002909604517230561,0.2518735510829783,0.0015144686350756862,-0.35172820745410643,6.716791989755976e-06,-0.3253728164717177,3.4045242677188895e-05,-0.12632860280185626,0.11607667627682368,-0.10035250317670417,0.2125915402455742
100,36,0.030749751722514464,0.7031545932777248,0.030749751722514464,0.7031545932777248,0.15668889834443253,0.05077372668253221,0.17347456706089687,0.030332694705315088,-0.24070257132548672,0.0024713616277682645,-0.20490704730019246,0.010288127386454389,-0.12634351987171757,0.11603326313094128,-0.10186051747977697,0.20576407798264798
150,3,0.11639317681508803,0.14790215428701042,0.11639317681508803,0.14790215428701042,0.12227661771938035,0.12834423570141046,0.14606171586201516,0.0688491552975898,-0.3148922245665238,6.235703007063866e-05,-0.30229625907570135,0.00012533847748028384,-0.2487215285059937,0.0017427253437077772,-0.2085159419231349,0.00899627424705283
150,6,0.06633334607945289,0.4106520823138077,0.06633334607945289,0.4106520823138077,0.002492795890937403,0.9753615286060303,0.022899894782504857,0.7765969977474999,-0.47583948551757366,3.433464704230561e-10,-0.45786037298521987,1.8599157251664786e-09,-0.3629017632475644,3.225523757332582e-06,-0.285885909475686,0.00029711517571442525
150,12,0.2459442692903935,0.001969342963332891,0.2459442692903935,0.001969342963332891,0.25480736793369474,0.0013268694888002605,0.2653934516886775,0.0008129281741370568,-0.24370298049985933,0.002171408188095161,-0.2329603629896383,0.0034263440562739183,-0.12903075497580466,0.108416688282628,-0.03253056166150589,0.6868411238619294
150,24,0.09433580594499258,0.24144124168950837,0.09433580594499258,0.24144124168950837,0.22555930048282932,0.004638003294671383,0.2431100378176917,0.002227924371368805,-0.33437872029118104,1.987781513832367e-05,-0.3063669960748634,0.00010036675211446705,-0.11588315362501665,0.14969839251696426,-0.09214852599332081,0.25257619574242585
150,36,0.014876158611041156,0.8537631830870774,0.014876158611041156,0.8537631830870774,0.14164202194250916,0.07776839282762192,0.1618135935114706,0.04357911071484007,-0.22067478199448745,0.005635439510326801,-0.1862639733167824,0.019904758775429555,-0.11987518690352682,0.13607194703073966,-0.09665834235251015,0.22999732516743882
200,3,0.11374705105641382,0.1574008630920712,0.11374705105641382,0.1574008630920712,0.11835801213051934,0.141134440774935,0.14313580261272849,0.07465504764218897,-0.31491758944022524,6.226743923971709e-05,-0.3048651729314234,0.00010898192600464126,-0.24842159442303755,0.0017660011424829479,-0.20848089133615844,0.009008097286051365
200,6,0.06192313648166255,0.44252470803649957,0.06192313648166255,0.44252470803649957,-0.0038680225397107327,0.9617774361953007,0.021581574064025597,0.789148086447478,-0.47892663223602694,2.543357855588424e-10,-0.46257091943734,1.2059739749750844e-09,-0.36062868747637356,3.753054349724695e-06,-0.2828683144498144,0.0003462765423168128
200,12,0.24160835354604265,0.0023770766224224327,0.24160835354604265,0.0023770766224224327,0.25200633158699776,0.0015054809609812603,0.26262561046798544,0.000925824914032643,-0.24179978575555294,0.002357572322660195,-0.23522712483626235,0.003117084798827465,-0.12776933520341555,0.11194172882548079,-0.027905355829412483,0.7294915061906971
200,24,0.08719727313365883,0.27907586443847293,0.08719727313365883,0.27907586443847293,0.21984815808970512,0.005822017497529606,0.2388436737659225,0.0026755477532961714,-0.3289615875903442,2.7530356404602803e-05,-0.29833194640443345,0.00015513241074707407,-0.11619297627009244,0.148605281516947,-0.08884006274769045,0.2700835167554586
200,36,0.012500336021263781,0.876916296349895,0.012500336021263781,0.876916296349895,0.13243906843772946,0.09932638916796507,0.15538006194766893,0.052761429133306274,-0.2149177805151268,0.007053824203840312,-0.17652512485046148,0.027495735053967865,-0.117374477530194,0.14449207646593248,-0.09632006660737642,0.231639926105366
500,3,0.11374705105641382,0.1574008630920712,0.11374705105641382,0.1574008630920712,0.11835801213051934,0.141134440774935,0.14313580261272849,0.07465504764218897,-0.31491758944022524,6.226743923971709e-05,-0.3048651729314234,0.00010898192600464126,-0.24842159442303755,0.0017660011424829479,-0.20848089133615844,0.009008097286051365
500,6,0.06192313648166255,0.44252470803649957,0.06192313648166255,0.44252470803649957,-0.0038680225397107327,0.9617774361953007,0.021581574064025597,0.789148086447478,-0.47892663223602694,2.543357855588424e-10,-0.46257091943734,1.2059739749750844e-09,-0.36062868747637356,3.753054349724695e-06,-0.2828683144498144,0.0003462765423168128
