date,RZ_ID,Year,Month,LoS,buffer,ep_total,ep_mean,q50_anomaly_total,q75_anomaly_total,q90_anomaly_total,q50_deficit_total,Day
2025-02-01,36,2025,2,0,25.0,-4.2794176704,-1.4264725568,2.2781094552,-0.4725292271999999,-2.0004852810000013,0.0,1
2025-03-01,36,2025,3,0,25.0,-2.4845543336,-0.8281847778666668,1.5069471171999993,-1.0278960644000001,-3.174018743600001,0.0,1
2025-04-01,36,2025,4,0,25.0,3.9345665512,1.3115221837333333,3.6651271744,1.3757221030000002,-1.3077841643840018,0.0,1
2025-05-01,36,2025,5,0,25.0,-6.9660975464,-2.322032515466667,-9.7581113612,-12.9682689728,-15.467710025072,9.7581113612,1
2025-06-01,36,2025,6,0,25.0,1.2547302663999997,0.41824342213333326,-2.6240339852000005,-7.074361445600001,-10.592534572400002,2.6240339852000005,1
2025-07-01,36,2025,7,0,25.0,8.9286634904,2.9762211634666667,1.8153775687999998,-2.641340683000001,-5.140747746063999,0.0,1
2025-08-01,36,2025,8,0,25.0,2.8286982408,0.9428994136000001,-1.3460102232,-4.7616915048,-6.987287341200002,1.3460102232,1
2025-09-01,36,2025,9,0,25.0,1.9184130175999996,0.6394710058666665,3.3913775059999995,0.5283347551999997,-1.3693985876800012,0.0,1
2025-10-01,36,2025,10,0,25.0,-4.3417087464,-1.4472362488000001,0.8424688668,-2.5699339770000003,-4.901191461576002,0.0,1
2025-11-01,36,2025,11,0,25.0,-5.4413441268,-1.8137813755999999,3.4033926402000008,-0.11535241439999933,-2.0246631015600003,0.0,1
2025-12-01,36,2025,12,0,25.0,-4.7684815958,-1.5894938652666666,4.9570164195999995,1.7462449759000007,-0.6704877540800007,0.0,1
2026-01-01,36,2026,1,0,25.0,-16.21832262,-5.40610754,-7.231692470999999,-10.649645410499998,-13.01100135276,7.231692470999999,1
2026-02-01,36,2026,2,0,25.0,-4.123757728,-1.3745859093333335,2.4337693976,-0.3168692848000001,-1.8448253386000015,0.0,1
2026-03-01,36,2026,3,0,25.0,-4.1106255852,-1.3702085284,-0.11912413440000069,-2.653967316,-4.8000899952000005,0.11912413440000069,1
2026-04-01,36,2026,4,0,25.0,-2.2419920184000004,-0.7473306728000001,-2.5114313952000007,-4.8008364666,-7.484342733984002,2.5114313952000007,1
2026-05-01,36,2026,5,0,25.0,4.653878496,1.551292832,1.8618646812000006,-1.3482929304000004,-3.8477339826719996,0.0,1
2026-06-01,36,2026,6,0,25.0,3.3375930168,1.1125310056,-0.5411712348000002,-4.991498695200001,-8.509671822000001,0.5411712348000002,1
2026-07-01,36,2026,7,0,25.0,10.1334871352,3.3778290450666666,3.020201213599999,-1.4365170382000017,-3.935924101264,0.0,1
2026-08-01,36,2026,8,0,25.0,3.5398177784000002,1.1799392594666667,-0.6348906855999998,-4.0505719672,-6.276167803600002,0.6348906855999998,1
2026-09-01,36,2026,9,0,25.0,-0.5980086688000004,-0.19933622293333345,0.8749558195999994,-1.9880869312000002,-3.885820274080001,0.0,1
2026-10-01,36,2026,10,0,25.0,-3.59962216,-1.1998740533333334,1.5845554532000001,-1.8278473906000001,-4.159104875176002,0.0,1
2026-11-01,36,2026,11,0,25.0,-10.787186882,-3.595728960666667,-1.9424501149999998,-5.4611951696,-7.370505856760001,1.9424501149999998,1
2026-12-01,36,2026,12,0,25.0,-10.1209723132,-3.3736574377333333,-0.3954742977999999,-3.6062457414999987,-6.02297847148,0.3954742977999999,1
2027-01-01,36,2027,1,0,25.0,-13.3115312692,-4.437177089733333,-4.3249011202,-7.742854059699999,-10.10421000196,4.3249011202,1
2027-02-01,36,2027,2,0,25.0,-3.3800856240000003,-1.1266952080000001,3.1774415015999997,0.42680281919999974,-1.1011532346000017,0.0,1
2027-03-01,36,2027,3,0,25.0,-0.34893664400000013,-0.1163122146666667,3.6425648067999994,1.1077216252,-1.0384010540000008,0.0,1
2027-04-01,36,2027,4,0,25.0,0.06385523360000023,0.02128507786666674,-0.20558414320000007,-2.4949892145999994,-5.178495481984002,0.20558414320000007,1
2027-05-01,36,2027,5,0,25.0,-0.2566050959999995,-0.08553503199999983,-3.048618910799999,-6.2587765224,-8.758217574671999,3.048618910799999,1
2027-06-01,36,2027,6,0,25.0,-2.9606162696000005,-0.9868720898666669,-6.839380521200001,-11.289707981600001,-14.807881108400002,6.839380521200001,1
2027-07-01,36,2027,7,0,25.0,-0.09065549520000005,-0.030218498400000016,-7.2039414168,-11.660659668600001,-14.160066731664,7.2039414168,1
2027-08-01,36,2027,8,0,25.0,6.4878660816,2.1626220272,2.3131576176,-1.1025236639999996,-3.3281195004000015,0.0,1
2027-09-01,36,2027,9,0,25.0,-7.8016036624,-2.600534554133333,-6.328639174,-9.1916819248,-11.08941526768,6.328639174,1
2027-10-01,36,2027,10,0,25.0,-19.309686990000003,-6.436562330000001,-14.125509376800004,-17.537912220600003,-19.869169705176006,14.125509376800004,1
2027-11-01,36,2027,11,0,25.0,-8.6823123132,-2.8941041044,0.16242445379999992,-3.3563206008,-5.265631287960002,0.0,1
2027-12-01,36,2027,12,0,25.0,-11.1514771264,-3.7171590421333334,-1.4259791110000002,-4.636750554699999,-7.05348328468,1.4259791110000002,1
2028-01-01,36,2028,1,0,25.0,-11.0990317556,-3.699677251866667,-2.1124016066000006,-5.5303545461,-7.891710488360001,2.1124016066000006,1
2028-02-01,36,2028,2,0,25.0,-15.553342334,-5.184447444666667,-8.9958152084,-11.7464538908,-13.274409944600002,8.9958152084,1
2028-03-01,36,2028,3,0,25.0,-10.2848506808,-3.428283560266667,-6.2933492300000005,-8.8281924116,-10.974315090800001,6.2933492300000005,1
2028-04-01,36,2028,4,0,25.0,-0.5820560072000001,-0.19401866906666668,-0.8514953840000004,-3.1409004553999997,-5.824406722784002,0.8514953840000004,1
2028-05-01,36,2028,5,0,25.0,-3.0322585831999995,-1.0107528610666665,-5.824272397999999,-9.0344300096,-11.533871061871999,5.824272397999999,1
2028-06-01,36,2028,6,0,25.0,-1.056938856,-0.35231295199999996,-4.9357031076,-9.386030568,-12.904203694800001,4.9357031076,1
2028-07-01,36,2028,7,0,25.0,-1.1892664703999993,-0.39642215679999976,-8.302552391999999,-12.7592706438,-15.258677706863999,8.302552391999999,1
2028-08-01,36,2028,8,0,25.0,-0.1105275160000001,-0.036842505333333365,-4.28523598,-7.7009172616,-9.926513098000001,4.28523598,1
2028-09-01,36,2028,9,0,25.0,-1.9419814200000003,-0.6473271400000001,-0.4690169316000006,-3.3320596824,-5.229793025280001,0.4690169316000006,1
2028-10-01,36,2028,10,0,25.0,-3.8512961208,-1.2837653735999999,1.3328814924000003,-2.0795213514,-4.410778835976002,0.0,1
2028-11-01,36,2028,11,0,25.0,-7.9810654224,-2.6603551408,0.8636713446000002,-2.65507371,-4.564384397160001,0.0,1
2028-12-01,36,2028,12,0,25.0,-11.4163080512,-3.8054360170666666,-1.6908100358000002,-4.901581479499999,-7.31831420948,1.6908100358000002,1
2029-01-01,36,2029,1,0,25.0,-7.4691683664,-2.4897227888,1.5174617825999999,-1.9004911568999994,-4.261847099160001,0.0,1
2029-02-01,36,2029,2,0,25.0,-9.8829631672,-3.294321055733333,-3.3254360415999997,-6.076074724,-7.604030777800001,3.3254360415999997,1
2029-03-01,36,2029,3,0,25.0,-3.6907653300000005,-1.23025511,0.300736120799999,-2.2341070608000004,-4.380229740000001,0.0,1
2029-04-01,36,2029,4,0,25.0,7.9069738032,2.6356579343999997,7.637534426399999,5.348129354999999,2.6646230876159978,0.0,1
2029-05-01,36,2029,5,0,25.0,5.5853300824000005,1.8617766941333336,2.793316267600001,-0.41684134399999984,-2.916282396271999,0.0,1
2029-06-01,36,2029,6,0,25.0,2.8086412840000006,0.9362137613333336,-1.0701229675999997,-5.520450428,-9.038623554800001,1.0701229675999997,1
2029-07-01,36,2029,7,0,25.0,2.7678827928,0.9226275976,-4.3454031288,-8.802121380600001,-11.301528443664,4.3454031288,1
2029-08-01,36,2029,8,0,25.0,-24.804799106399997,-8.268266368799999,-28.979507570399996,-32.395188852,-34.6207846884,28.979507570399996,1
2029-09-01,36,2029,9,0,25.0,-0.6769869375999997,-0.22566231253333324,0.7959775508,-2.0670651999999996,-3.9647985428800006,0.0,1
2029-10-01,36,2029,10,0,25.0,-2.6039790976000003,-0.8679930325333335,2.5801985156,-0.8322043282000005,-3.1634618127760024,0.0,1
2029-11-01,36,2029,11,0,25.0,-6.5434883736,-2.1811627912,2.3012483934000008,-1.2174966611999993,-3.1268073483600003,0.0,1
2029-12-01,36,2029,12,0,25.0,-6.423396286,-2.1411320953333335,3.3021017293999995,0.09133028570000068,-2.3254024442800008,0.0,1
